employee_name,job_role,work_category,work_hours,month
Employee 16,backend,Stationary,4.5,1
Employee 16,backend,Stationary,5.0,1
Employee 16,backend,Stationary,6.5,1
Employee 16,backend,Stationary,7.0,1
Employee 16,backend,Remote,4.5,1
Employee 16,backend,Remote,5.0,1
Employee 16,backend,Stationary,7.5,1
Employee 16,backend,Stationary,8.0,1
Employee 16,backend,Remote,6.5,1
Employee 16,backend,Stationary,8.0,1
Employee 16,backend,Stationary,6.5,1
Employee 16,backend,Stationary,7.0,1
Employee 16,backend,Stationary,6.0,1
Employee 16,backend,Stationary,4.5,1
Employee 16,backend,Remote,6.5,1
Employee 16,backend,Stationary,4.5,1
Employee 16,backend,Remote,8.0,1
Employee 16,backend,Stationary,5.5,1
Employee 16,backend,Remote,4.5,1
Employee 16,backend,Remote,6.5,1
Employee 16,backend,Stationary,6.5,1
Employee 16,backend,Stationary,4.5,1
Employee 16,backend,Stationary,4.5,1
Employee 16,backend,Remote,7.0,1
Employee 16,backend,Remote,6.5,1
Employee 16,backend,Stationary,5.0,1
Employee 16,backend,Stationary,5.0,1
Employee 16,backend,Remote,7.5,1
Employee 16,backend,Remote,7.5,12
Employee 16,backend,Stationary,5.0,12
Employee 16,backend,Remote,7.0,12
Employee 16,backend,Remote,7.0,12
Employee 16,backend,Remote,5.5,12
Employee 16,backend,Stationary,7.0,12
Employee 16,backend,Remote,7.5,12
Employee 16,backend,Remote,5.5,12
Employee 16,backend,Remote,7.0,12
Employee 16,backend,Stationary,4.5,12
Employee 16,backend,Stationary,4.5,12
Employee 16,backend,Remote,7.5,12
Employee 16,backend,Stationary,6.0,12
Employee 16,backend,Stationary,5.0,12
Employee 16,backend,Stationary,8.0,12
Employee 16,backend,Remote,5.5,12
Employee 16,backend,Stationary,7.5,12
Employee 16,backend,Stationary,6.0,12
Employee 16,backend,Stationary,6.5,12
Employee 16,backend,Stationary,6.0,12
Employee 16,backend,Stationary,5.5,12
Employee 16,backend,Remote,6.0,12
Employee 16,backend,Stationary,5.0,12
Employee 16,backend,Remote,6.5,12
Employee 16,backend,Stationary,5.5,12
Employee 16,backend,Stationary,6.5,12
Employee 16,backend,Stationary,6.0,12
Employee 16,backend,Stationary,8.0,12
Employee 16,backend,Stationary,5.0,11
Employee 16,backend,Stationary,7.0,11
Employee 16,backend,Stationary,5.5,11
Employee 16,backend,Stationary,5.0,11
Employee 16,backend,Stationary,8.0,11
Employee 16,backend,Remote,4.5,11
Employee 16,backend,Stationary,5.0,11
Employee 16,backend,Stationary,5.0,11
Employee 16,backend,Remote,8.0,11
Employee 16,backend,Remote,7.0,11
Employee 16,backend,Stationary,5.0,11
Employee 16,backend,Stationary,5.0,11
Employee 16,backend,Stationary,7.0,11
Employee 16,backend,Remote,8.0,11
Employee 16,backend,Stationary,6.0,11
Employee 16,backend,Stationary,6.0,11
Employee 16,backend,Remote,4.5,11
Employee 16,backend,Stationary,4.5,11
Employee 16,backend,Remote,7.0,11
Employee 16,backend,Remote,4.5,11
Employee 17,datasci,Remote,4.5,2
Employee 17,datasci,Stationary,8.0,2
Employee 17,datasci,Remote,6.0,2
Employee 17,datasci,Remote,7.5,2
Employee 17,datasci,Stationary,4.5,2
Employee 17,datasci,Remote,5.5,2
Employee 17,datasci,Stationary,4.5,2
Employee 17,datasci,Stationary,4.5,1
Employee 17,datasci,Remote,5.0,1
Employee 17,datasci,Stationary,7.5,1
Employee 17,datasci,Stationary,6.5,1
Employee 17,datasci,Stationary,7.0,1
Employee 17,datasci,Remote,5.5,1
Employee 17,datasci,Remote,7.0,1
Employee 17,datasci,Remote,4.5,1
Employee 17,datasci,Stationary,7.0,1
Employee 17,datasci,Stationary,5.5,1
Employee 17,datasci,Stationary,6.5,1
Employee 17,datasci,Stationary,6.0,1
Employee 17,datasci,Remote,4.5,1
Employee 17,datasci,Remote,5.0,1
Employee 17,datasci,Stationary,7.0,1
Employee 17,datasci,Remote,5.5,1
Employee 17,datasci,Stationary,6.0,1
Employee 17,datasci,Stationary,5.0,1
Employee 17,datasci,Remote,6.0,1
Employee 17,datasci,Stationary,8.0,1
Employee 17,datasci,Remote,8.0,1
Employee 17,datasci,Stationary,8.0,1
Employee 17,datasci,Remote,7.5,1
Employee 17,datasci,Stationary,6.0,1
Employee 17,datasci,Stationary,8.0,1
Employee 17,datasci,Stationary,4.5,1
Employee 17,datasci,Remote,4.5,1
Employee 17,datasci,Remote,8.0,1
Employee 17,datasci,Stationary,6.0,1
Employee 17,datasci,Stationary,6.5,12
Employee 17,datasci,Stationary,6.5,12
Employee 17,datasci,Stationary,6.0,12
Employee 17,datasci,Stationary,5.0,12
Employee 17,datasci,Remote,8.0,12
Employee 17,datasci,Remote,6.5,12
Employee 17,datasci,Remote,6.0,12
Employee 17,datasci,Remote,6.5,12
Employee 17,datasci,Stationary,8.0,12
Employee 17,datasci,Remote,6.5,12
Employee 17,datasci,Remote,4.5,12
Employee 17,datasci,Stationary,8.0,12
Employee 17,datasci,Remote,4.5,12
Employee 17,datasci,Remote,6.5,12
Employee 17,datasci,Remote,4.5,12
Employee 17,datasci,Stationary,7.5,12
Employee 17,datasci,Stationary,6.0,12
Employee 17,datasci,Remote,5.0,12
Employee 17,datasci,Stationary,4.5,12
Employee 17,datasci,Stationary,7.0,12
Employee 17,datasci,Remote,5.0,12
Employee 17,datasci,Stationary,5.0,12
Employee 17,datasci,Stationary,5.5,12
Employee 17,datasci,Remote,6.0,12
Employee 17,datasci,Stationary,4.5,12
Employee 17,datasci,Stationary,8.0,12
Employee 17,datasci,Remote,8.0,12
Employee 17,datasci,Stationary,7.5,12
Employee 17,datasci,Stationary,7.0,12
Employee 17,datasci,Remote,7.0,12
Employee 17,datasci,Stationary,5.0,12
Employee 17,datasci,Remote,8.0,11
Employee 17,datasci,Remote,8.0,11
Employee 17,datasci,Remote,6.0,11
Employee 17,datasci,Remote,6.0,11
Employee 17,datasci,Stationary,5.5,11
Employee 17,datasci,Remote,5.0,11
Employee 17,datasci,Stationary,8.0,11
Employee 17,datasci,Remote,8.0,11
Employee 17,datasci,Remote,5.0,11
Employee 17,datasci,Remote,5.5,11
Employee 17,datasci,Remote,4.5,11
Employee 17,datasci,Stationary,4.5,11
Employee 17,datasci,Remote,6.5,11
Employee 17,datasci,Stationary,5.5,11
Employee 17,datasci,Stationary,8.0,11
Employee 17,datasci,Stationary,7.5,11
Employee 17,datasci,Stationary,8.0,11
Employee 17,datasci,Remote,7.5,11
Employee 17,datasci,Stationary,5.5,11
Employee 18,datasci,Stationary,7.0,2
Employee 18,datasci,Remote,4.5,2
Employee 18,datasci,Stationary,4.5,2
Employee 18,datasci,Stationary,5.5,2
Employee 18,datasci,Remote,6.0,2
Employee 18,datasci,Remote,6.0,2
Employee 18,datasci,Stationary,8.0,2
Employee 18,datasci,Stationary,4.5,1
Employee 18,datasci,Remote,5.0,1
Employee 18,datasci,Stationary,8.0,1
Employee 18,datasci,Remote,5.5,1
Employee 18,datasci,Stationary,5.0,1
Employee 18,datasci,Stationary,5.0,1
Employee 18,datasci,Stationary,6.5,1
Employee 18,datasci,Remote,6.0,1
Employee 18,datasci,Stationary,6.0,1
Employee 18,datasci,Remote,6.5,1
Employee 18,datasci,Remote,7.0,1
Employee 18,datasci,Remote,5.0,1
Employee 18,datasci,Stationary,4.5,1
Employee 18,datasci,Remote,7.5,1
Employee 18,datasci,Stationary,6.5,1
Employee 18,datasci,Stationary,4.5,1
Employee 18,datasci,Remote,6.0,1
Employee 18,datasci,Remote,6.5,1
Employee 18,datasci,Stationary,6.0,1
Employee 18,datasci,Remote,5.0,1
Employee 18,datasci,Remote,4.5,1
Employee 18,datasci,Remote,5.5,1
Employee 18,datasci,Stationary,7.5,1
Employee 18,datasci,Remote,8.0,1
Employee 18,datasci,Remote,4.5,1
Employee 18,datasci,Remote,6.0,1
Employee 18,datasci,Remote,6.5,1
Employee 18,datasci,Stationary,6.5,1
Employee 18,datasci,Stationary,7.0,1
Employee 18,datasci,Remote,7.0,12
Employee 18,datasci,Remote,7.5,12
Employee 18,datasci,Remote,6.0,12
Employee 18,datasci,Stationary,8.0,12
Employee 18,datasci,Remote,7.0,12
Employee 18,datasci,Stationary,6.0,12
Employee 18,datasci,Stationary,8.0,12
Employee 18,datasci,Remote,4.5,12
Employee 18,datasci,Stationary,7.0,12
Employee 18,datasci,Stationary,7.5,12
Employee 18,datasci,Remote,5.5,12
Employee 18,datasci,Stationary,8.0,12
Employee 18,datasci,Stationary,8.0,12
Employee 18,datasci,Remote,7.0,12
Employee 18,datasci,Stationary,7.5,12
Employee 18,datasci,Stationary,6.0,12
Employee 18,datasci,Remote,5.5,12
Employee 18,datasci,Stationary,4.5,12
Employee 18,datasci,Remote,7.5,12
Employee 18,datasci,Remote,5.0,12
Employee 18,datasci,Stationary,5.5,12
Employee 18,datasci,Stationary,5.0,12
Employee 18,datasci,Remote,5.0,12
Employee 18,datasci,Stationary,7.0,12
Employee 18,datasci,Stationary,6.5,12
Employee 18,datasci,Remote,8.0,12
Employee 18,datasci,Remote,7.5,12
Employee 18,datasci,Remote,7.0,12
Employee 18,datasci,Stationary,7.0,12
Employee 18,datasci,Stationary,5.0,12
Employee 18,datasci,Stationary,6.5,11
Employee 18,datasci,Remote,8.0,11
Employee 18,datasci,Remote,7.0,11
Employee 18,datasci,Remote,6.0,11
Employee 18,datasci,Remote,8.0,11
Employee 18,datasci,Stationary,7.0,11
Employee 18,datasci,Stationary,8.0,11
Employee 18,datasci,Stationary,6.0,11
Employee 18,datasci,Stationary,4.5,11
Employee 18,datasci,Stationary,6.0,11
Employee 18,datasci,Remote,4.5,11
Employee 18,datasci,Remote,4.5,11
Employee 18,datasci,Stationary,7.5,11
Employee 18,datasci,Remote,5.5,11
Employee 18,datasci,Remote,5.0,11
Employee 18,datasci,Remote,5.0,11
Employee 18,datasci,Stationary,7.0,11
Employee 18,datasci,Remote,6.0,11
Employee 19,datasci,Stationary,6.0,2
Employee 19,datasci,Stationary,5.0,2
Employee 19,datasci,Remote,7.5,2
Employee 19,datasci,Remote,5.0,2
Employee 19,datasci,Remote,5.5,2
Employee 19,datasci,Remote,7.0,1
Employee 19,datasci,Stationary,7.5,1
Employee 19,datasci,Remote,7.5,1
Employee 19,datasci,Stationary,8.0,1
Employee 19,datasci,Stationary,7.0,1
Employee 19,datasci,Stationary,5.0,1
Employee 19,datasci,Remote,6.5,1
Employee 19,datasci,Remote,5.0,1
Employee 19,datasci,Remote,8.0,1
Employee 19,datasci,Remote,8.0,1
Employee 19,datasci,Remote,8.0,1
Employee 19,datasci,Stationary,7.0,1
Employee 19,datasci,Stationary,6.0,1
Employee 19,datasci,Stationary,8.0,1
Employee 19,datasci,Stationary,8.0,1
Employee 19,datasci,Stationary,5.5,1
Employee 19,datasci,Remote,7.5,1
Employee 19,datasci,Remote,5.5,1
Employee 19,datasci,Stationary,7.0,1
Employee 19,datasci,Remote,4.5,1
Employee 19,datasci,Stationary,5.5,1
Employee 19,datasci,Stationary,5.0,1
Employee 19,datasci,Remote,7.5,1
Employee 19,datasci,Remote,7.5,1
Employee 19,datasci,Stationary,6.0,1
Employee 19,datasci,Stationary,4.5,1
Employee 19,datasci,Stationary,7.5,1
Employee 19,datasci,Remote,6.0,1
Employee 19,datasci,Remote,6.5,1
Employee 19,datasci,Remote,5.0,1
Employee 19,datasci,Remote,8.0,12
Employee 19,datasci,Stationary,5.5,12
Employee 19,datasci,Remote,7.5,12
Employee 19,datasci,Remote,5.5,12
Employee 19,datasci,Stationary,6.0,12
Employee 19,datasci,Remote,4.5,12
Employee 19,datasci,Stationary,6.5,12
Employee 19,datasci,Remote,8.0,12
Employee 19,datasci,Remote,4.5,12
Employee 19,datasci,Remote,4.5,12
Employee 19,datasci,Stationary,7.5,12
Employee 19,datasci,Stationary,6.0,12
Employee 19,datasci,Remote,5.5,12
Employee 19,datasci,Remote,5.0,12
Employee 19,datasci,Stationary,8.0,12
Employee 19,datasci,Remote,7.5,12
Employee 19,datasci,Remote,7.0,12
Employee 19,datasci,Remote,8.0,12
Employee 19,datasci,Stationary,4.5,12
Employee 19,datasci,Stationary,4.5,12
Employee 19,datasci,Remote,4.5,12
Employee 19,datasci,Stationary,8.0,12
Employee 19,datasci,Remote,5.0,12
Employee 19,datasci,Stationary,4.5,12
Employee 19,datasci,Stationary,5.5,12
Employee 19,datasci,Remote,5.0,12
Employee 19,datasci,Stationary,5.0,12
Employee 19,datasci,Remote,5.0,12
Employee 19,datasci,Stationary,6.0,11
Employee 19,datasci,Stationary,6.5,11
Employee 19,datasci,Stationary,6.5,11
Employee 19,datasci,Stationary,7.5,11
Employee 19,datasci,Remote,7.0,11
Employee 19,datasci,Remote,5.0,11
Employee 19,datasci,Stationary,8.0,11
Employee 19,datasci,Stationary,5.5,11
Employee 19,datasci,Remote,4.5,11
Employee 19,datasci,Stationary,5.5,11
Employee 19,datasci,Stationary,6.5,11
Employee 19,datasci,Remote,5.5,11
Employee 19,datasci,Remote,4.5,11
Employee 19,datasci,Stationary,4.5,11
Employee 19,datasci,Stationary,7.5,11
Employee 19,datasci,Stationary,7.5,11
Employee 19,datasci,Remote,6.0,11
Employee 20,backend,Stationary,6.5,2
Employee 20,backend,Remote,8.0,2
Employee 20,backend,Remote,7.5,2
Employee 20,backend,Stationary,6.5,2
Employee 20,backend,Remote,7.0,2
Employee 20,backend,Remote,7.0,2
Employee 20,backend,Stationary,6.0,2
Employee 20,backend,Stationary,7.5,1
Employee 20,backend,Remote,5.5,1
Employee 20,backend,Stationary,7.5,1
Employee 20,backend,Stationary,6.0,1
Employee 20,backend,Remote,6.5,1
Employee 20,backend,Stationary,7.0,1
Employee 20,backend,Stationary,5.0,1
Employee 20,backend,Remote,5.0,1
Employee 20,backend,Stationary,7.5,1
Employee 20,backend,Stationary,8.0,1
Employee 20,backend,Stationary,4.5,1
Employee 20,backend,Stationary,5.0,1
Employee 20,backend,Stationary,4.5,1
Employee 20,backend,Stationary,8.0,1
Employee 20,backend,Remote,7.0,1
Employee 20,backend,Remote,7.0,1
Employee 20,backend,Stationary,7.5,1
Employee 20,backend,Stationary,8.0,1
Employee 20,backend,Remote,6.0,1
Employee 20,backend,Remote,5.5,1
Employee 20,backend,Remote,5.5,1
Employee 20,backend,Remote,7.5,1
Employee 20,backend,Stationary,6.0,1
Employee 20,backend,Remote,6.0,1
Employee 20,backend,Stationary,7.0,1
Employee 20,backend,Remote,8.0,1
Employee 20,backend,Stationary,7.0,1
Employee 20,backend,Stationary,4.5,1
Employee 20,backend,Remote,7.5,1
Employee 20,backend,Stationary,5.0,1
Employee 20,backend,Remote,5.5,12
Employee 20,backend,Stationary,7.0,12
Employee 20,backend,Stationary,7.5,12
Employee 20,backend,Stationary,8.0,12
Employee 20,backend,Stationary,7.0,12
Employee 20,backend,Remote,7.0,12
Employee 20,backend,Stationary,7.0,12
Employee 20,backend,Stationary,7.5,12
Employee 20,backend,Stationary,4.5,12
Employee 20,backend,Stationary,5.0,12
Employee 20,backend,Remote,6.0,12
Employee 20,backend,Remote,7.5,12
Employee 20,backend,Remote,7.0,12
Employee 20,backend,Stationary,4.5,12
Employee 20,backend,Remote,4.5,12
Employee 20,backend,Stationary,6.5,12
Employee 20,backend,Stationary,5.0,12
Employee 20,backend,Stationary,7.5,12
Employee 20,backend,Remote,6.5,12
Employee 20,backend,Remote,4.5,12
Employee 20,backend,Remote,7.0,12
Employee 20,backend,Remote,4.5,12
Employee 20,backend,Stationary,4.5,12
Employee 20,backend,Stationary,4.5,12
Employee 20,backend,Remote,6.0,12
Employee 20,backend,Remote,8.0,12
Employee 20,backend,Remote,7.5,12
Employee 20,backend,Stationary,6.5,12
Employee 20,backend,Remote,5.0,11
Employee 20,backend,Stationary,5.0,11
Employee 20,backend,Remote,7.0,11
Employee 20,backend,Stationary,7.5,11
Employee 20,backend,Stationary,4.5,11
Employee 20,backend,Remote,5.5,11
Employee 20,backend,Remote,5.0,11
Employee 20,backend,Stationary,6.0,11
Employee 20,backend,Remote,8.0,11
Employee 20,backend,Remote,4.5,11
Employee 20,backend,Remote,8.0,11
Employee 20,backend,Remote,7.0,11
Employee 20,backend,Remote,5.5,11
Employee 20,backend,Remote,6.0,11
Employee 20,backend,Remote,6.0,11
Employee 20,backend,Remote,4.5,11
Employee 20,backend,Stationary,5.5,11
Employee 20,backend,Stationary,8.0,11
Employee 20,backend,Remote,6.5,11
Employee 20,backend,Remote,6.0,11
Employee 20,backend,Stationary,4.5,11
Employee 21,datasci,Remote,5.0,2
Employee 21,datasci,Remote,7.0,2
Employee 21,datasci,Remote,5.0,2
Employee 21,datasci,Stationary,7.0,2
Employee 21,datasci,Stationary,4.5,2
Employee 21,datasci,Remote,7.5,2
Employee 21,datasci,Remote,7.0,1
Employee 21,datasci,Remote,5.0,1
Employee 21,datasci,Remote,5.0,1
Employee 21,datasci,Stationary,6.0,1
Employee 21,datasci,Stationary,6.5,1
Employee 21,datasci,Stationary,5.5,1
Employee 21,datasci,Remote,7.0,1
Employee 21,datasci,Stationary,8.0,1
Employee 21,datasci,Stationary,7.5,1
Employee 21,datasci,Stationary,7.0,1
Employee 21,datasci,Remote,8.0,1
Employee 21,datasci,Stationary,6.0,1
Employee 21,datasci,Remote,5.0,1
Employee 21,datasci,Remote,7.5,1
Employee 21,datasci,Remote,5.5,1
Employee 21,datasci,Remote,7.0,1
Employee 21,datasci,Stationary,6.0,1
Employee 21,datasci,Stationary,5.0,1
Employee 21,datasci,Stationary,4.5,1
Employee 21,datasci,Stationary,8.0,1
Employee 21,datasci,Stationary,6.0,1
Employee 21,datasci,Remote,8.0,1
Employee 21,datasci,Stationary,6.5,1
Employee 21,datasci,Remote,4.5,1
Employee 21,datasci,Remote,6.0,1
Employee 21,datasci,Stationary,7.5,1
Employee 21,datasci,Remote,7.5,1
Employee 21,datasci,Stationary,6.5,1
Employee 21,datasci,Stationary,7.5,1
Employee 21,datasci,Remote,6.5,1
Employee 21,datasci,Remote,7.5,12
Employee 21,datasci,Remote,4.5,12
Employee 21,datasci,Stationary,5.5,12
Employee 21,datasci,Stationary,6.5,12
Employee 21,datasci,Stationary,7.5,12
Employee 21,datasci,Stationary,8.0,12
Employee 21,datasci,Stationary,6.0,12
Employee 21,datasci,Stationary,5.0,12
Employee 21,datasci,Stationary,7.0,12
Employee 21,datasci,Remote,7.0,12
Employee 21,datasci,Remote,5.5,12
Employee 21,datasci,Remote,4.5,12
Employee 21,datasci,Stationary,5.0,12
Employee 21,datasci,Remote,5.0,12
Employee 21,datasci,Stationary,6.0,12
Employee 21,datasci,Stationary,8.0,12
Employee 21,datasci,Stationary,7.5,12
Employee 21,datasci,Remote,4.5,12
Employee 21,datasci,Remote,6.5,12
Employee 21,datasci,Remote,8.0,12
Employee 21,datasci,Stationary,7.5,12
Employee 21,datasci,Remote,6.0,12
Employee 21,datasci,Remote,7.5,12
Employee 21,datasci,Remote,6.0,12
Employee 21,datasci,Stationary,5.0,12
Employee 21,datasci,Stationary,6.0,12
Employee 21,datasci,Remote,6.5,11
Employee 21,datasci,Remote,8.0,11
Employee 21,datasci,Stationary,4.5,11
Employee 21,datasci,Stationary,7.0,11
Employee 21,datasci,Stationary,7.5,11
Employee 21,datasci,Remote,6.0,11
Employee 21,datasci,Remote,7.5,11
Employee 21,datasci,Remote,8.0,11
Employee 21,datasci,Remote,6.5,11
Employee 21,datasci,Remote,7.5,11
Employee 21,datasci,Remote,6.0,11
Employee 21,datasci,Remote,4.5,11
Employee 21,datasci,Remote,7.0,11
Employee 21,datasci,Remote,5.5,11
Employee 21,datasci,Stationary,4.5,11
Employee 21,datasci,Stationary,5.0,11
Employee 21,datasci,Remote,5.5,11
Employee 21,datasci,Stationary,6.5,11
Employee 22,frontend,Stationary,7.0,2
Employee 22,frontend,Remote,4.5,2
Employee 22,frontend,Remote,6.0,2
Employee 22,frontend,Remote,7.0,2
Employee 22,frontend,Stationary,6.0,2
Employee 22,frontend,Remote,6.0,2
Employee 22,frontend,Stationary,8.0,2
Employee 22,frontend,Stationary,6.0,1
Employee 22,frontend,Stationary,7.0,1
Employee 22,frontend,Stationary,7.0,1
Employee 22,frontend,Remote,7.5,1
Employee 22,frontend,Remote,8.0,1
Employee 22,frontend,Stationary,5.0,1
Employee 22,frontend,Stationary,4.5,1
Employee 22,frontend,Remote,7.5,1
Employee 22,frontend,Stationary,7.0,1
Employee 22,frontend,Stationary,5.0,1
Employee 22,frontend,Stationary,5.0,1
Employee 22,frontend,Stationary,6.5,1
Employee 22,frontend,Remote,4.5,1
Employee 22,frontend,Remote,8.0,1
Employee 22,frontend,Stationary,6.5,1
Employee 22,frontend,Remote,7.5,1
Employee 22,frontend,Remote,5.5,1
Employee 22,frontend,Remote,7.5,1
Employee 22,frontend,Remote,6.0,1
Employee 22,frontend,Remote,7.0,1
Employee 22,frontend,Remote,5.5,1
Employee 22,frontend,Stationary,5.5,1
Employee 22,frontend,Stationary,7.5,1
Employee 22,frontend,Stationary,4.5,1
Employee 22,frontend,Stationary,8.0,1
Employee 22,frontend,Remote,7.5,1
Employee 22,frontend,Remote,5.0,1
Employee 22,frontend,Stationary,6.5,1
Employee 22,frontend,Stationary,5.5,1
Employee 22,frontend,Stationary,6.5,1
Employee 22,frontend,Stationary,4.5,1
Employee 22,frontend,Stationary,8.0,12
Employee 22,frontend,Remote,5.0,12
Employee 22,frontend,Remote,6.5,12
Employee 22,frontend,Remote,5.5,12
Employee 22,frontend,Stationary,7.5,12
Employee 22,frontend,Remote,5.0,12
Employee 22,frontend,Stationary,6.0,12
Employee 22,frontend,Remote,6.0,12
Employee 22,frontend,Remote,6.5,12
Employee 22,frontend,Remote,7.5,12
Employee 22,frontend,Remote,7.0,12
Employee 22,frontend,Stationary,8.0,12
Employee 22,frontend,Remote,6.5,12
Employee 22,frontend,Stationary,8.0,12
Employee 22,frontend,Stationary,8.0,12
Employee 22,frontend,Stationary,6.0,12
Employee 22,frontend,Remote,8.0,12
Employee 22,frontend,Remote,7.0,12
Employee 22,frontend,Stationary,6.5,12
Employee 22,frontend,Remote,7.5,12
Employee 22,frontend,Remote,7.0,12
Employee 22,frontend,Remote,4.5,12
Employee 22,frontend,Stationary,8.0,12
Employee 22,frontend,Remote,7.0,12
Employee 22,frontend,Remote,5.5,12
Employee 22,frontend,Stationary,7.0,12
Employee 22,frontend,Stationary,7.5,12
Employee 22,frontend,Stationary,5.0,12
Employee 22,frontend,Remote,7.0,12
Employee 22,frontend,Stationary,6.5,12
Employee 22,frontend,Remote,8.0,11
Employee 22,frontend,Remote,5.5,11
Employee 22,frontend,Remote,8.0,11
Employee 22,frontend,Stationary,5.0,11
Employee 22,frontend,Stationary,7.0,11
Employee 22,frontend,Stationary,5.5,11
Employee 22,frontend,Stationary,5.5,11
Employee 22,frontend,Stationary,7.5,11
Employee 22,frontend,Stationary,7.5,11
Employee 22,frontend,Stationary,5.5,11
Employee 22,frontend,Remote,7.5,11
Employee 22,frontend,Remote,5.0,11
Employee 22,frontend,Stationary,6.5,11
Employee 22,frontend,Remote,7.0,11
Employee 22,frontend,Remote,4.5,11
Employee 22,frontend,Remote,4.5,11
Employee 22,frontend,Stationary,6.5,11
Employee 22,frontend,Stationary,7.0,11
Employee 22,frontend,Remote,8.0,11
Employee 22,frontend,Remote,7.5,11
Employee 22,frontend,Stationary,5.5,11
Employee 23,devops,Remote,5.5,2
Employee 23,devops,Stationary,5.5,2
Employee 23,devops,Stationary,5.5,2
Employee 23,devops,Remote,5.0,2
Employee 23,devops,Stationary,5.0,2
Employee 23,devops,Stationary,7.5,2
Employee 23,devops,Stationary,8.0,2
Employee 23,devops,Remote,6.0,1
Employee 23,devops,Remote,6.0,1
Employee 23,devops,Remote,4.5,1
Employee 23,devops,Stationary,7.0,1
Employee 23,devops,Stationary,4.5,1
Employee 23,devops,Remote,8.0,1
Employee 23,devops,Stationary,7.0,1
Employee 23,devops,Stationary,4.5,1
Employee 23,devops,Remote,6.5,1
Employee 23,devops,Remote,6.5,1
Employee 23,devops,Remote,8.0,1
Employee 23,devops,Stationary,6.5,1
Employee 23,devops,Remote,5.0,1
Employee 23,devops,Stationary,5.0,1
Employee 23,devops,Stationary,6.0,1
Employee 23,devops,Stationary,7.5,1
Employee 23,devops,Stationary,8.0,1
Employee 23,devops,Stationary,5.5,1
Employee 23,devops,Stationary,7.5,1
Employee 23,devops,Remote,4.5,1
Employee 23,devops,Stationary,4.5,1
Employee 23,devops,Remote,5.0,1
Employee 23,devops,Stationary,6.0,1
Employee 23,devops,Remote,8.0,1
Employee 23,devops,Remote,8.0,1
Employee 23,devops,Remote,8.0,1
Employee 23,devops,Remote,5.5,1
Employee 23,devops,Stationary,5.5,1
Employee 23,devops,Remote,4.5,1
Employee 23,devops,Stationary,6.5,1
Employee 23,devops,Stationary,8.0,1
Employee 23,devops,Remote,6.0,12
Employee 23,devops,Stationary,5.0,12
Employee 23,devops,Stationary,4.5,12
Employee 23,devops,Stationary,8.0,12
Employee 23,devops,Remote,6.0,12
Employee 23,devops,Stationary,4.5,12
Employee 23,devops,Remote,7.0,12
Employee 23,devops,Stationary,6.5,12
Employee 23,devops,Stationary,7.5,12
Employee 23,devops,Remote,5.5,12
Employee 23,devops,Stationary,5.0,12
Employee 23,devops,Remote,7.5,12
Employee 23,devops,Remote,6.5,12
Employee 23,devops,Stationary,4.5,12
Employee 23,devops,Remote,4.5,12
Employee 23,devops,Remote,7.5,12
Employee 23,devops,Remote,5.0,12
Employee 23,devops,Stationary,6.5,12
Employee 23,devops,Stationary,6.0,12
Employee 23,devops,Stationary,6.5,12
Employee 23,devops,Remote,6.0,12
Employee 23,devops,Stationary,6.5,12
Employee 23,devops,Stationary,8.0,12
Employee 23,devops,Stationary,8.0,12
Employee 23,devops,Remote,8.0,12
Employee 23,devops,Stationary,7.0,12
Employee 23,devops,Remote,8.0,12
Employee 23,devops,Stationary,4.5,12
Employee 23,devops,Stationary,6.0,12
Employee 23,devops,Stationary,7.0,11
Employee 23,devops,Stationary,8.0,11
Employee 23,devops,Remote,8.0,11
Employee 23,devops,Remote,7.0,11
Employee 23,devops,Remote,6.0,11
Employee 23,devops,Remote,7.0,11
Employee 23,devops,Remote,8.0,11
Employee 23,devops,Stationary,5.0,11
Employee 23,devops,Remote,5.5,11
Employee 23,devops,Stationary,8.0,11
Employee 23,devops,Remote,7.5,11
Employee 23,devops,Remote,6.5,11
Employee 23,devops,Stationary,5.5,11
Employee 23,devops,Stationary,6.5,11
Employee 23,devops,Remote,6.5,11
Employee 23,devops,Remote,8.0,11
Employee 23,devops,Stationary,8.0,11
Employee 23,devops,Stationary,7.5,11
Employee 23,devops,Stationary,5.0,11
Employee 24,frontend,Remote,8.0,2
Employee 24,frontend,Stationary,6.0,2
Employee 24,frontend,Remote,8.0,2
Employee 24,frontend,Remote,7.0,2
Employee 24,frontend,Stationary,6.0,2
Employee 24,frontend,Remote,7.0,2
Employee 24,frontend,Stationary,7.0,2
Employee 24,frontend,Remote,5.5,1
Employee 24,frontend,Remote,7.5,1
Employee 24,frontend,Remote,6.0,1
Employee 24,frontend,Stationary,5.0,1
Employee 24,frontend,Remote,4.5,1
Employee 24,frontend,Stationary,7.0,1
Employee 24,frontend,Remote,6.5,1
Employee 24,frontend,Remote,7.0,1
Employee 24,frontend,Stationary,4.5,1
Employee 24,frontend,Remote,7.0,1
Employee 24,frontend,Remote,5.0,1
Employee 24,frontend,Remote,6.0,1
Employee 24,frontend,Remote,6.0,1
Employee 24,frontend,Stationary,4.5,1
Employee 24,frontend,Remote,6.5,1
Employee 24,frontend,Stationary,7.5,1
Employee 24,frontend,Stationary,5.0,1
Employee 24,frontend,Remote,6.0,1
Employee 24,frontend,Remote,5.0,1
